author_name,editor_name
Lawrence Cavedon,
Domenico Sacc,
Carlo Zaniolo,
Michael J. Maher,
Michael J. Maher,
Henri Faure,
Roger Gutbrod,
Vince Grolmusz,
Wlodzimierz Drabent,
Jan Maluszynski,
Pawel Pietrzak,
Desh Ranjan,
Richard Chang,
Juris Hartmanis,
Bernd Mahr,
Johann A. Makowsky,
Joseph  Ruanaidh,
Holger Petersen,
Alexander Herrigel,
Shelby Pereira,
Thierry Pun,
Atsuyoshi Nakamura,
Ashish V. Naik,
Kenneth W. Regan,
D. Sivakumar,
Michael G. Main,
David B. Benson,
Michael G. Main,
David L. Black,
Sulekha R. Kulkarni,
Priti Shankar,
Rajeev Alur,
Limor Fix,
Thomas A. Henzinger,
Martin Emms,
Hans Lei,
Yasuhito Mukouchi,
Setsuo Arikawa,
Franois Bergeron,
Ulrike Sattler,
J. W. Sander,
Robert Tijdeman,
J. W. Sander,
Robert Tijdeman,
Hiroaki Yamamoto,
Danile Girault-Beauquier,
Oded Maler,
Cezar Campeanu,
Nicolae Sntean,
Sheng Yu,
Giorgio Ausiello,
Roberto Giaccio,
Giorgio Ausiello,
Umberto Nanni,
Jrgen Stuber,
Andrej A. Muchnik,
Andrei A. Muchnik,
Narciso Mart-Oliet,
Jos Meseguer,
Rym Mili,
Jules Desharnais,
Marc Frappier,
Ali Mili,
Alex Heinis,
Alexander V. Karzanov,
Vincenzo Manca,
Jean R. S. Blair,
Pinar Heggernes,
Jan Arne Telle,
Ernest G. Manes,
Ernest G. Manes,
Dominique Perrin,
Dominique Perrin,
Dominique Perrin,
Joos Heintz,
Joos Heintz,
Joos Heintz,
Marisa Venturini Zilli,
Ken Mano,
Mizuhito Ogawa,
Jean-Franois Perrot,
Claudia Bttinger,
Martin E. Dyer,
Catherine S. Greenhill,
T. M. V. Janssen,
Andreas Engel,
Matthias Krause,
Christoph Meinel,
Stephan Waack,
Yael Maon,
Amiram Yehudai,
Yael Maon,
Amiram Yehudai,
Lane A. Hemachandra,
Roy S. Rubinstein,
Lane A. Hemachandra,
Gerd Wechsung,
Oh-Heum Kwon,
Kyung-Yong Chwa,
Hajnal Andrka,
Istvn Nmeti,
Ildik Sain,
Hajnal Andrka,
Istvn Nmeti,
Ildik Sain,
Petr Savick,
Jiri Sgall,
Y. S. Kwong,
Petr Savick,
Stanislav Zk,
Petr Savick,
Stanislav Zk,
Somasundaram Ravindran,
Alan Gibbons,
Mike Paterson,
Narciso Mart-Oliet,
Jos Meseguer,
P. H. Rodenburg,
Felipe Bracho,
Manfred Droste,
Dietrich Kuske,
Klaus P. Jantke,
Steffen Lange,
Muffy Thomas,
Phil Watson,
Roy Meshulam,
V. Wiktor Marek,
M. Mendes France,
Alfred J. van der Poorten,
Ann Reedy,
Walter J. Savitch,
Takeshi Shinohara,
Hiroki Arimura,
Jean Franon,
Jean Franon,
Ian A. Mason,
E. Allen Emerson,
T. Emerson,
Gerard J. Chang,
Michel Deza,
Yannis Manoussakis,
Jean-Marc Steyaert,
Marina Madonia,
Sergio Salemi,
Tecla Sportelli,
Armando B. Matos,
Armando B. Matos,
Serge Grigorieff,
Frantisek Mats,
Frantisek Mats,
Daniel Etiemble,
David Mauro,
Alexis Maciel,
Pierre Pladeau,
Denis Thrien,
Lance Fortnow,
Martin Kummer,
Lance Fortnow,
Carsten Lund,
David Manlove,
Robert W. Irving,
Kazuo Iwama,
Shuichi Miyazaki,
Yasufumi Morita,
Hans-Joachim Bckenhauer,
Juraj Hromkovic,
Ralf Klasing,
Sebastian Seibert,
Walter Unger,
Dima Grigoriev,
Marek Karpinski,
Dima Grigoriev,
Nicolai Vorobjov,
Jerzy Tiuryn,
Julian C. Bradfield,
Colin Stirling,
Yasuo Uemura,
Aki Hasegawa,
Satoshi Kobayashi,
Takashi Yokomori,
Martin Strauss,
Paul Dagum,
Michael Luby,
Frantiek Frank,
Aye Karaman,
W. F. Smyth,
Gwnal Richomme,
Francis Wlazinski,
Alberto Del Lungo,
Francesco Del Ristoro,
Jean-Guy Penaud,
Roberto De Prisco,
Alfredo De Santis,
Jik H. Chang,
Oscar H. Ibarra,
Michael A. Palis,
Bala Ravikumar,
R. K. Shyamasundar,
B. John Oommen,
E. R. Hansen,
J. Ian Munro,
Richard Mayr,
Tobias Nipkow,
Ernst W. Mayr,
Ralph Werchner,
Joachim von zur Gathen,
Volker Strassen,
Denis Lugiez,
Ph. Schnoebelen,
Jean Neraud,
Maxime Crochemore,
Emily P. Friedman,
Emily P. Friedman,
Jean Neraud,
Carla Selmi,
Jean Neraud,
Carla Selmi,
H. Maehara,
N. Tokushige,
Michel Latteux,
Michel Latteux,
Ingo Althfer,
Jrg Bltermann,
John Gill,
James Hunt,
Janos Simon,
J. B. Yuns,
Grard Boudol,
Fernando Orejas,
Daniel Benninger,
Jrg Schmid,
S. V. Nagaraj,
Daniel Lazard,
Walid Taha,
Tim Sheard,
Jos Carlos Ramalho,
Jos Joo Almeida,
Pedro Henriques,
Greg N. Frederickson,
Joseph JJ,
Ioan I. Macarie,
Mitsunori Ogihara,
Karl Lermer,
Colin J. Fidge,
Karl Lermer,
Paul A. Strooper,
Jussi Ketonen,
Richard W. Weyhrauch,
Robert H. Gilman,
Umesh V. Vazirani,
Vijay V. Vazirani,
Peter Kearney,
John Staples,
Brigitte Oesterdiekhoff,
Sanjoy K. Baruah,
Rodney R. Howell,
Louis E. Rosier,
Nachum Dershowitz,
Amos Beimel,
Matthew K. Franklin,
Abul Kashem,
Xiao Zhou,
Takao Nishizeki,
Matthias Jantzen,
Matthias Jantzen,
Peter R. J. Asveld,
Salvatore Di Gregorio,
Roberto Serra,
Marco Villani,
Matti Nyknen,
Gian Luigi Ferrari,
Ugo Montanari,
Paola Quaglia,
A. J. Kfoury,
A. H. Deutz,
Andrzej Ehrenfeucht,
Grzegorz Rozenberg,
Toms Feder,
Gyrgy Vaszil,
Fereidoon Sadri,
Jeffrey D. Ullman,
Andrzej Lingas,
Andrzej Lingas,
Shouwen Tang,
Ronald V. Book,
John D. Garofalakis,
Paul G. Spirakis,
Basil Tampakas,
Sergio Rajsbaum,
Rance Cleaveland,
Gerald Lttgen,
V. Natarajan,
Chang-jie Tang,
Yi-li Zhang,
Jens Blanck,
Viggo Stoltenberg-Hansen,
J. V. Tucker,
Yannick Guesnet,
George Markowsky,
Allen Stoughton,
Allen Stoughton,
Sven Skyum,
Kikuo Fujimura,
Kenneth W. Regan,
Heribert Vollmer,
Keith Edwards,
Peter Wegner,
Christos Levcopoulos,
Ola Petersson,
Jrgen Dassow,
Victor Mitrana,
Arto Salomaa,
Maria Cristina Pinotti,
Geppino Pucci,
Paul Tarau,
Nataliya Chekhova,
Abraham Lempel,
Gadiel Seroussi,
Shmuel Winograd,
Uriel Feige,
Marta Z. Kwiatkowska,
Gethin Norman,
Roberto Segala,
Jeremy Sproston,
Jun Tarui,
R. J. Gardner,
Peter Gritzmann,
D. Prangenberg,
Antonn Kucera,
Christoph Ambhl,
Bernd Grtner,
Bernhard von Stengel,
David G. Kirkpatrick,
Stefan Reisch,
Sheila A. Greibach,
Paul Gastin,
Michael W. Mislove,
Paul Gastin,
Brigitte Rozoy,
Paul Gastin,
Dan Teodosiu,
Barbara M. Smith,
Einar Smith,
Doug Smith,
Parosh Aziz Abdulla,
Bengt Jonsson,
Svante Carlsson,
Jingsen Chen,
Christer Mattsson,
Patrick Cegielski,
Denis Richard,
Patrick Cegielski,
Denis Richard,
Satyanarayana V. Lokam,
Kenji Kashiwabara,
Grard Memmi,
Alain Finkel,
Amy P. Felty,
Doris Fiebig,
Ulf-Rainer Fiebig,
Natasa Jonoska,
Grard Duchamp,
Daniel Krob,
Grard Duchamp,
Jean-Yves Thibon,
Elena Barcucci,
Alberto Del Lungo,
Maurice Nivat,
Renzo Pinzani,
A. N. Kolmogorov,
Elena Barcucci,
Alberto Del Lungo,
Renzo Pinzani,
Renzo Sprugnoli,
Olaf Burkart,
Bernhard Steffen,
Hartmut Ehrig,
Hans-Jrg Kreowski,
Bernd Mahr,
Peter Padawitz,
Yair Bartal,
Stefano Leonardi,
Mike Paterson,
Leslie G. Valiant,
Michael A. Harrison,
Ivan M. Havel,
Amiram Yehudai,
Lane A. Hemaspaandra,
Zhigen Jiang,
Jrg Rothe,
Osamu Watanabe,
Paul Erds,
D. Frank Hsu,
Clinton J. Jeffery,
Trudy Weibel,
Trudy Weibel,
Matthias Schrder,
Richard Kennaway,
Richard Kennaway,
Richard Kennaway,
E. Hausen-Tropper,
Ivan Hal Sudborough,
Andrs Pluhr,
Dan Gordon,
Eliahu Shamir,
Massimo Marchiori,
Elena Marchiori,
Satoshi Kobayashi,
Victor Mitrana,
Gheorghe Paun,
Grzegorz Rozenberg,
Jose Antonio Lozano,
Pedro Larraaga,
Manuel Graa,
F. X. Albizuri,
Martin Hofmann,
Donald Sannella,
Quang Huy Nguyen,
Zoran Ognjanovic,
Christian Choffrut,
Tero Harju,
Juhani Karhumki,
Hiroshi Era,
Kenjiro Ogawa,
Morimasa Tsuchiya,
Christian Choffrut,
Juhani Karhumki,
Nicolas Ollinger,
Helmut Lescow,
Jens Vge,
Gabriele Marongiu,
Sauro Tulipani,
Kojiro Kobayashi,
Kojiro Kobayashi,
Kojiro Kobayashi,
Yuji Kobayashi,
Yuji Kobayashi,
Satoshi Kobayashi,
Francisco Durn,
Jos Meseguer,
Bruno Durand,
Bruno Durand,
Bruno Durand,
Bruno Durand,
Yi-Dong Shen,
Li-Yan Yuan,
Jia-Huai You,
Paul G. Spirakis,
Bhaskar DasGupta,
Eduardo D. Sontag,
Renato M. Capocelli,
Luisa Gargano,
Ugo Vaccaro,
Renato M. Capocelli,
Luisa Gargano,
Ugo Vaccaro,
Manfred Kudlek,
Alexandru Mateescu,
Marc-Michel Corsini,
Kaninda Musumbu,
Udo W. Lipeck,
Mark Kleiman,
Nicholas Pippenger,
Hiroaki Tohyama,
Akeo Adachi,
Taiho Kanaoka,
Shingo Tomita,
Taiho Kanaoka,
Singo Tomita,
Rolf Backofen,
Gert Smolka,
A. A. Schnhage,
Arnold Schnhage,
Raymond Aubin,
W. F. Smyth,
Michael B. Smyth,
Michael B. Smyth,
Michael B. Smyth,
Manfred Kudlek,
Eli Gafni,
Joseph Naor,
Prabhakar Ragde,
E. A. Cichon,
Elias Tahhan-Bittar,
Alan Jeffrey,
Andreas Brandstdt,
Dieter Kratsch,
Yasuaki Nishitani,
Namio Honda,
Edoardo Amaldi,
Viggo Kann,
Edoardo Amaldi,
Viggo Kann,
Roman R. Redziejowski,
Hassan At-Kaci,
Andreas Podelski,
Gert Smolka,
Pavol Duris,
Zvi Galil,
Pavol Duris,
Juraj Hromkovic,
Pavol Duris,
Jos D. P. Rolim,
Jay Belanger,
Jie Wang,
Patrice Quinton,
Yves Robert,
Mehmet A. Orgun,
Weichang Du,
Pierre-Yves Schobbens,
Jean-Franois Raskin,
Thomas A. Henzinger,
Max Dauchet,
Sophie Tison,
Marc Tommasi,
Anatol Slissenko,
Hideki Yamasaki,
Hideki Yamasaki,
S. Yamasaki,
Susumu Yamasaki,
Susumu Yamasaki,
Yhei Yamasaki,
C. Indermitte,
Th. M. Liebling,
M. Troyanov,
H. Clmenon,
John M. Marberg,
Eli Gafni,
Mohamed Tajine,
Christian Ronse,
John D. Kececioglu,
Ming Li,
John Tromp,
Andreas Brandstdt,
Feodor F. Dragan,
Falk Nicolai,
Oscar H. Ibarra,
Oscar H. Ibarra,
Oscar H. Ibarra,
Roman M. Kolpakov,
Gregory Kucherov,
Yuriy Tarannikov,
Howard J. Karloff,
Jrme Olivier Durand-Lose,
Jrme Olivier Durand-Lose,
Sorina Dumitrescu,
Fred S. Annexstein,
Kenneth A. Berman,
Tsan-sheng Hsu,
Ram Swaminathan,
Armin B. Cremers,
Thomas N. Hibbard,
Paola Quaglia,
Kevin Cattell,
Michael J. Dinneen,
Rodney G. Downey,
Michael R. Fellows,
Michael A. Langston,
Herbert Klaeren,
Fabio Massacci,
Shmuel Sagiv,
Thomas W. Reps,
Susan Horwitz,
Yves Andre,
Francis Bossut,
Patrice Sbold,
Patrice Sbold,
Paliath Narendran,
Robert McNaughton,
Paliath Narendran,
Friedrich Otto,
Paliath Narendran,
Friedrich Otto,
Paliath Narendran,
Friedrich Otto,
La Meyer,
John-Jules Ch. Meyer,
La Meyer,
Rob J. van Glabbeek,
Frits W. Vaandrager,
Pierre Leroux,
Xavier Grard Viennot,
Jrgen Schulte Mnting,
Helmut Prodinger,
J. Urbanek,
Jan A. Bergstra,
Jan Heering,
Jan A. Bergstra,
Jan Willem Klop,
Jan A. Bergstra,
Jan Willem Klop,
Jan A. Bergstra,
Jan Willem Klop,
Jan A. Bergstra,
Jan Willem Klop,
Jan A. Bergstra,
John-Jules Ch. Meyer,
Jan A. Bergstra,
Alban Ponse,
Jan A. Bergstra,
J. V. Tucker,
Jan A. Bergstra,
J. V. Tucker,
Jan A. Bergstra,
J. V. Tucker,
Jan A. Bergstra,
J. V. Tucker,
Witold Lipski Jr.,
Norman R. Reilly,
Bostjan Vilfan,
Giorgio Ghelli,
Benjamin C. Pierce,
Nadia Nedjah,
Luiza de Macedo Mourelle,
Jan Maluszynski,
Bing Lu,
Jun Gu,
Xiaodong Hu,
Eugene Shragowitz,
B. Mishra,
Edmund M. Clarke,
Gatan Hains,
Frdric Loulergue,
John Mullins,
Jens Gustedt,
Javier Esparza,
Marco Gavanelli,
Michela Milano,
Albert Burroni,
Zoltn sik,
L. Berntsky,
Zoltn sik,
Pl Dmsi,
Zoltn sik,
Ferenc Gcseg,
Zoltn sik,
Ferenc Gcseg,
Zoltn sik,
Anna Labella,
Shinichi Shimozono,
Shinichi Shimozono,
Ferenc Gcseg,
Helmut Jrgensen,
Ferenc Gcseg,
Helmut Jrgensen,
Jrgen Duske,
Rainer Parchmann,
Paul Spruit,
Roel Wieringa,
John-Jules Ch. Meyer,
M. D. Atkinson,
Mike Livesey,
D. Tulley,
Henri-Alex Esbelin,
Eric Villemonte de la Clergerie,
Franois Barthlemy,
Shashi Shekhar,
Weili Wu,
Christian Lavault,
Bogdan S. Chlebus,
Artur Czumaj,
Leszek Gasieniec,
Miroslaw Kowaluk,
Wojciech Plandowski,
Bengt Aspvall,
Magns M. Halldrsson,
Fredrik Manne,
Jos C. M. Baeten,
Jan A. Bergstra,
Jan Willem Klop,
Frits W. Vaandrager,
Adel Bouhoula,
Gianluca De Marco,
Luisa Gargano,
Ugo Vaccaro,
Oya Ekin,
Peter L. Hammer,
Alexander Kogan,
Amos Fiat,
Moty Ricklin,
Oya Ekin,
Peter L. Hammer,
Uri N. Peled,
Alasdair Urquhart,
Yves Robert,
Denis Trystram,
Wolfgang Reisig,
Wolfgang Reisig,
Zoltn Flp,
Frank Herrmann,
Sndor Vgvlgyi,
Heiko Vogler,
Andr Arnold,
Georg Karner,
Andr Arnold,
Ilaria Castellani,
Andr Arnold,
Max Dauchet,
Andr Arnold,
Michel Latteux,
Andr Arnold,
Maurice Nivat,
Andrea Maggiolo-Schettini,
Jzef Winkowski,
Gilles Barthe,
John Hatcliff,
Morten Heine Srensen,
P. Madhusudan,
P. S. Thiagarajan,
Steffen Reith,
Klaus W. Wagner,
Brian Grant,
Markus Mock,
Matthai Philipose,
Craig Chambers,
Susan J. Eggers,
Colin J. Fidge,
Patrick Dehornoy,
James Abello,
Shlomi Dolev,
Subhas C. Nandy,
Tomohiro Harayama,
Tetsuo Asano,
Anne Brggemann-Klein,
Susumu Hasegawa,
Hiroshi Imai,
Masaki Ishiguro,
Salvatore Caporaso,
Michele Zito,
Nicola Galesi,
Thomas Lehmkuhl,
Thomas Lickteig,
Doris Nolte,
Lutz Priese,
Uwe Schning,
Fabio Gadducci,
Reiko Heckel,
Merc Llabrs,
Dimitris Achlioptas,
Yves Marcoux,
Guillaume Damiand,
Michel Habib,
Christophe Paul,
Cor Kraaikamp,
Drago Krznaric,
Christos Levcopoulos,
Alexandru Mateescu,
Grzegorz Rozenberg,
Arto Salomaa,
Carlo Blundo,
Luiz A. Frota Mattos,
Douglas R. Stinson,
Sbastien Fourey,
Rmy Malgouyres,
Rachid Guerraoui,
Andr Schiper,
Robert D. Tennent,
Peter D. Mosses,
Mogens Nielsen,
Michael I. Schwartzbach,
Vernica Becher,
Santiago Figueira,
Bernard Chazelle,
Louis Monier,
Philippe Flajolet,
Robert Sedgewick,
Philippe Flajolet,
Brigitte Valle,
Gilberto Fil,
Francesco Ranzato,
Harold Abelson,
Hagit Attiya,
Yishay Mansour,
David A. Plaisted,
David A. Plaisted,
David A. Plaisted,
Agostino Cortesi,
Gilberto Fil,
William H. Winsborough,
Jean-Yves Girard,
Jean-Yves Girard,
Jean-Yves Girard,
Ali Jaoua,
Ali Mili,
Noureddine Boudriga,
J. L. Durieux,
Thomas Chaboud,
P. S. Thiagarajan,
Nick D. Dendris,
Lefteris M. Kirousis,
Dimitrios M. Thilikos,
Patrice Naudin,
Claude Quitt,
Eric Angel,
V. Zissimopoulos,
E. Angel,
V. Zissimopoulos,
Corine Ceola,
Pierre B. A. Lecomte,
A. Browne,
Edmund M. Clarke,
Somesh Jha,
David E. Long,
Wilfredo R. Marrero,
Loc Colson,
Daniel Fredholm,
Enrico Tronci,
Y. S. Ramakrishna,
P. M. Melliar-Smith,
Louise E. Moser,
Laura K. Dillon,
G. Kutty,
James Finn,
Karl J. Lieberherr,
John Tromp,
Louxin Zhang,
Ying Zhao,
J. Duparc,
Olivier Finkel,
J.-P. Ressayre,
Helen Cameron,
Derick Wood,
Richard E. Ladner,
Nancy A. Lynch,
Alan L. Selman,
Gianpiero Cattaneo,
Luciano Margara,
Rina Dechter,
Peter van Beek,
G. Cattaneo,
C. Quaranta Vogliotti,
Michel Habib,
Ross M. McConnell,
Christophe Paul,
Laurent Viennot,
Marcelo P. Fiore,
David P. Dobkin,
David G. Kirkpatrick,
David P. Dobkin,
J. Ian Munro,
David P. Dobkin,
Steven P. Reiss,
Sanjeev N. Khadilkar,
Somenath Biswas,
Valentin M. Antimirov,
Peter D. Mosses,
Takashi Saito,
Hidenosuke Nishio,
Chantal Berline,
Klaus Grue,
Chantal Berline,
Klaus Grue,
Franoise Fogelman-Souli,
Helmut Schwichtenberg,
Marc Demange,
Pascal Grisoni,
Vangelis Th. Paschos,
Masahiko Sakai,
Yoshihito Toyama,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Juha Honkala,
Enno Ohlebusch,
Esko Ukkonen,
Limor Fix,
Nissim Francez,
Orna Grumberg,
Josep Daz,
Maria J. Serna,
Paul G. Spirakis,
Josep Daz,
Maria J. Serna,
Dimitrios M. Thilikos,
Vincent Danos,
Laurent Regnier,
Georg Gottlob,
Sherry Marcus,
Anil Nerode,
Gernot Salzer,
V. S. Subrahmanian,
Jean-Michel Autebert,
Joffroy Beauquier,
Luc Boasson,
Graud Snizergues,
Aviezri S. Fraenkel,
Edward R. Scheinerman,
Daniel Ullman,
Tsutomu Kamimura,
Adrian Tang,
Tsutomu Kamimura,
Adrian Tang,
Dominique Duval,
Pascal Snchaud,
Marco Comini,
Maria Chiara Meo,
Wolfgang Merkle,
Yoshikane Takahashi,
Nikolay V. Shilov,
Reinhardt Euler,
Timo Knuutila,
Magnus Steinby,
Masako Takahashi,
Hideki Yamasaki,
Tadashi Kawamura,
Tadashi Kanamori,
Prakash Panangaden,
Clark Verbrugge,
Vassilis Giakoumakis,
Jean-Marie Vanherpe,
Samson Abramsky,
Guy McCusker,
Tadao Takaoka,
Yonit Kesten,
Oded Maler,
M. Marcus,
Amir Pnueli,
Elad Shahar,
Masahito Kurihara,
Azuma Ohuchi,
Masahito Kurihara,
Azuma Ohuchi,
Yannis Manoussakis,
Zsolt Tuza,
Jeremy Gibbons,
J. V. Tucker,
Jeffery I. Zucker,
Bart Jacobs,
Larry Moss,
Horst Reichel,
Jan J. M. M. Rutten,
Bjrn Lisper,
Bjrn Lisper,
Alexander I. Mikov,
Bart Jacobs,
Ines Margaria,
Maddalena Zacchi,
Alexander E. Andreev,
Andrea E. F. Clementi,
Pierluigi Crescenzi,
Elias Dahlhaus,
Sergio De Agostino,
Jos D. P. Rolim,
Vladimir Palko,
Ondrej Skora,
Imrich Vrto,
Stephen L. Bloom,
Zoltn sik,
Aldo de Luca,
Thomas Herbst,
Aldo de Luca,
Filippo Mignosi,
Aldo de Luca,
Antonio Restivo,
Aldo de Luca,
Antonio Restivo,
Aldo de Luca,
Stefano Varricchio,
Aldo de Luca,
Stefano Varricchio,
Aldo de Luca,
Stefano Varricchio,
Susan Even,
David A. Schmidt,
Shimon Even,
Robert Endre Tarjan,
Shimon Even,
Robert Endre Tarjan,
Olivier Danvy,
Lasse R. Nielsen,
Olivier Danvy,
Ulrik Pagh Schultz,
Satoru Takasu,
Sukemitsu Kawabata,
Dominique L'Her,
Philippe Le Parc,
Lionel Marc,
Fabio Alessi,
Paolo Baldan,
Gianna Bell,
Jean-Camille Birget,
Jean-Camille Birget,
Jean-Camille Birget,
Valtteri Niemi,
Ari Renvall,
Valtteri Niemi,
Ari Renvall,
Ryszard Janicki,
Peter E. Lauer,
Maciej Koutny,
Raymond R. Devillers,
G. Dnyi,
Zoltn Flp,
G. Dnyi,
Zoltn Flp,
Werner Kuich,
Friedrich J. Urbanek,
Jean-Michel Autebert,
Jean-Michel Autebert,
Walter A. Burkhard,
H. D. Burkhard,
Hans-Dieter Burkhard,
Robin Milner,
Faron Moller,
Robin Milner,
Mads Tofte,
Nolle Bleuzen-Guernalec,
P. W. Hoogers,
H. C. M. Kleijn,
P. S. Thiagarajan,
Yasuo Kawahara,
Masao Mori,
Harry Buhrman,
Tao Jiang,
Ming Li,
Paul M. B. Vitnyi,
K. Ganesan,
M. Draghicescu,
S. Purushothaman,
Jir Admek,
M. Hbert,
Jir Rosick,
H. Jaap van den Herik,
Hiroyuki Iida,
Giovanni Manzini,
Luciano Margara,
Jir Admek,
Jan Reiterman,
Evelyn Nelson,
Jorge Almeida,
Catherine Dufourd,
Alain Finkel,
Dora Giammarresi,
Rosa Montalbano,
J. Btrma,
J. G. Penaud,
Matthew M. Geller,
Harry B. Hunt III,
Thomas G. Szymanski,
Jeffrey D. Ullman,
Vikraman Arvind,
Johannes Kbler,
Uwe Schning,
Rainer Schuler,
Rainer Parchmann,
Jrgen Duske,
Rainer Parchmann,
Jrgen Duske,
Ren Vestergaard,
James Brotherston,
Susumu Yamasaki,
Yoshinori Kurose,
Susumu Yamasaki,
Yoshinori Kurose,
Hideki Yamasaki,
Masako Takahashi,
Rusins Freivalds,
Efim B. Kinber,
Rolf Wiehagen,
Bruce E. Litow,
Philippe Dumas,
Nikolaj Bjrner,
Zohar Manna,
Henny Sipma,
Toms E. Uribe,
Guozhu Dong,
Leonid Libkin,
Limsoon Wong,
Eric Rmila,
Eugene W. Stark,
Eugene W. Stark,
Mounir Elbaz,
Jean-Claude Spehner,
Flavio Corradini,
Gilles Didier,
Shigeki Iwata,
Takumi Kasai,
Shigeki Iwata,
Takumi Kasai,
Jean-Yves Girard,
Andre Scedrov,
Philip J. Scott,
Alberto Del Lungo,
Alberto Del Lungo,
J. Howard Johnson,
Maria Paola Bonacina,
Bernhard Gramlich,
Maria Paola Bonacina,
Jieh Hsiang,
David S. Johnson,
Franco P. Preparata,
Shankar M. Venkatesan,
Gu Xunrang,
Zhu Yuzhang,
Gu Xunrang,
Zhu Yuzhang,
Tadashi Sakuma,
Salah Labhalla,
Henri Lombardi,
M. A. Nait Abdallah,
Warren D. Goldfarb,
Mark Jerrum,
Leslie G. Valiant,
Vijay V. Vazirani,
Dag Normann,
Jean-Louis Krivine,
Jacques Stern,
Sabrina Mantaci,
Antonio Restivo,
L. Csirmaz,
L. Csirmaz,
Bernd Becker,
Uwe Sparmann,
Pascal Hitzler,
Anthony Karel Seda,
Mila E. Majster-Cederbaum,
Sorin Istrail,
Sui-Xiang Gao,
Xiao-Dong Hu,
Weili Wu,
Peter Buneman,
Shamim A. Naqvi,
Val Tannen,
Limsoon Wong,
Zvi Galil,
Zvi Galil,
P. Trigg,
J. Roger Hindley,
Martin W. Bunder,
Oscar H. Ibarra,
Tao Jiang,
Oscar H. Ibarra,
Sam M. Kim,
Pl Gyenizse,
Sndor Vgvlgyi,
Pl Gyenizse,
Sndor Vgvlgyi,
Pl Gyenizse,
Sndor Vgvlgyi,
Oscar H. Ibarra,
Michael A. Palis,
Oscar H. Ibarra,
Louis E. Rosier,
Herbert Edelsbrunner,
Hermann A. Maurer,
Oscar H. Ibarra,
Nicholas Q. Trn,
Oscar H. Ibarra,
Nicholas Q. Trn,
Oscar H. Ibarra,
Hui Wang,
Joachim Biskup,
Maria Teresa Hortal-Gonzlez,
Mario Rodrguez-Artalejo,
Javier Bitar,
Eric Goles Ch.,
Sbastien Ferenczi,
Sbastien Ferenczi,
Georg Gottlob,
Nicola Leone,
Francesco Scarcello,
Jack H. Lutz,
Elvira Mayordomo,
Jack H. Lutz,
William J. Schmidt,
Jack H. Lutz,
David L. Schweizer,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Bruno Courcelle,
Toshiro Araki,
Toyohiko Kagimasa,
Nobuki Tokura,
F. K. Hwang,
Y. C. Yao,
B. DasGupta,
Dorothy Bollman,
Miguel Laplaza,
Hsien-Kuei Hwang,
Bo-Yin Yang,
Yeong-Nan Yeh,
Lalita Jategaonkar,
Albert R. Meyer,
Laurent Vuillon,
Mariangiola Dezani-Ciancaglini,
Mitsuhiro Okada,
Masako Takahashi,
Mariangiola Dezani-Ciancaglini,
Paula Severi,
Fer-Jan de Vries,
Dan Suciu,
Dan Suciu,
Olivier Sudac,
Irek Ulidowski,
Nachum Dershowitz,
Stphane Kaplan,
David A. Plaisted,
Vijay K. Garg,
M. T. Ragunath,
Emmanuelle Garel,
Danile Gardy,
Danile Gardy,
Christian Herzog,
Matthew Stone,
Mariangiola Dezani-Ciancaglini,
Ugo de'Liguoro,
Alfonso Piperno,
Hans-Georg Stork,
H.-J. Sto,
Hans-Jrg Sto,
Antonio Cerone,
Symeon Bozapalidis,
Olympia Louscou-Bozapalidou,
M. Masseron,
Wojciech Rytter,
Wojciech Rytter,
Wojciech Rytter,
Dimitrii V. Pasechnik,
Paola Inverardi,
Monica Nesi,
S. Tirri,
Christiane Frougny,
Christiane Frougny,
Michael E. Houle,
Ewan D. Tempero,
Gavin Turner,
Patrick Lincoln,
Andre Scedrov,
Patrick Lincoln,
Timothy C. Winkler,
Didier Galmiche,
David J. Pym,
Didier Galmiche,
Guy Perrier,
Luis Farias del Cerro,
Ewa Orlowska,
Luis Farias del Cerro,
Ewa Orlowska,
Stephen D. Brookes,
Shai Geva,
Stephen D. Brookes,
Michael W. Mislove,
Antonio Gavilanes-Franco,
Francisca Lucio-Carrasco,
Tero Harju,
H. C. M. Kleijn,
Michel Latteux,
Alain Terlutte,
Georg Sander,
Giorgio Ausiello,
Giorgio Ausiello,
Andris Ambainis,
Marie-France Sagot,
Alain Viari,
Henri Soldano,
Franois Bdard,
Franois Lemieux,
Pierre McKenzie,
Matthias Schrder,
Bernd S. W. Schrder,
Henning Dierks,
Yuji Kobayashi,
Masashi Katsura,
Kayoko Shikishima-Tsuji,
Maxime Crochemore,
Leszek Gasieniec,
Wojciech Rytter,
Phan Dinh Dieu,
Le Cong Thanh,
Le Tuan Hoa,
Klaus Sutner,
Naoki Kobayashi,
Toshihiro Shimizu,
Akinori Yonezawa,
Kojiro Kobayashi,
Masako Takahashi,
Hideki Yamasaki,
E. W. Leggett Jr.,
