author_name,editor_name
Daniel J. Moore,
Valentin E. Brimkov,
Bruno Codenotti,
Mauro Leoncini,
Giovanni Resta,
Ken-etsu Fujita,
Thorsten Gerdsmeier,
Rachel Cardell-Oliver,
Toshihiro Fujito,
Jo Blot,
Wenceslas Fernandez de la Vega,
Vangelis Th. Paschos,
Rachid Saad,
Bruno Courcelle,
Paul Franchi-Zannettacci,
Franco A. Bignone,
Yoshihiro Adachi,
Kensei Tsuchida,
Takanori Imaki,
Takeo Yaku,
Jos C. M. Baeten,
Jan A. Bergstra,
Jos C. M. Baeten,
Jan A. Bergstra,
Thomas Erlebach,
Klaus Jansen,
Johannes Kbler,
Lawrence H. Landweber,
Richard J. Lipton,
E. L. Robertson,
J. F. Traub,
G. W. Wasilkowski,
H. Wozniakowski,
Bettina Helfrich,
Luc Longpr,
Alan L. Selman,
Elena Zucca,
Agostino Cortesi,
Gilberto Fil,
Vijay Varadharajan,
Khanh Quoc Nguyen,
Yi Mu,
Michael W. Mislove,
A. W. Roscoe,
Steve Schneider,
Fabio Alessi,
Paolo Baldan,
Walter Vogler,
Ugo Solitro,
Rafi Heiman,
Ilan Newman,
Avi Wigderson,
Ondrej Skora,
Imrich Vrto,
H. Senoussi,
Ahmed Saoudi,
Juraj Wiedermann,
Ajay D. Kshemkalyani,
Judit Bar-Ilan,
Guy Kortsarz,
David Peleg,
Armin Hemmerling,
Armin Hemmerling,
Jerzy Skurczynski,
Anders Dessmark,
Andrzej Lingas,
Anil Maheshwari,
Anders Dessmark,
Andrzej Lingas,
Andrzej Proskurowski,
Rolf Hennicker,
Martin Wirsing,
Michel Bidoit,
Christophe Reutenauer,
Christophe Reutenauer,
Stefano Leonardi,
Alberto Marchetti-Spaccamela,
Carlos Martin-Vide,
Gheorghe Paun,
Grzegorz Rozenberg,
Wojciech Szpankowski,
Carlos Martin-Vide,
Gheorghe Paun,
Arto Salomaa,
Franck Seynhaeve,
Sophie Tison,
Marc Tommasi,
Ralf Treinen,
Paul C. Gilmore,
George K. Tsiknis,
John T. Baldwin,
Saharon Shelah,
William A. Baldwin,
George O. Strawn,
Manolis Koubarakis,
Manolis Koubarakis,
Peter Kirschenhofer,
Conrado Martinez,
Helmut Prodinger,
Hiroshi Matsuno,
Katsushi Inoue,
Hiroshi Taniguchi,
Itsuo Takanami,
Priti Shankar,
B. S. Adiga,
Priti Shankar,
B. S. Adiga,
Peter Kirschenhofer,
Helmut Prodinger,
Wojciech Szpankowski,
Peter Kirschenhofer,
Helmut Prodinger,
Wojciech Szpankowski,
Ratnesh Kumar,
Vijay K. Garg,
Ravi Kumar,
D. Sivakumar,
Johannes Gehrke,
C. Greg Plaxton,
Rajmohan Rajaraman,
Chiara Bodei,
Pierpaolo Degano,
Corrado Priami,
Izumi Takeuti,
R. Diestel,
I. Leader,
Philippe Mathieu,
Jean-Paul Delahaye,
N. Anderson,
D. Manley,
S. O. Anderson,
A. John Power,
Inger Sigstam,
Viggo Stoltenberg-Hansen,
Martin Gogolla,
Klaus Drosten,
Udo W. Lipeck,
Hans-Dieter Ehrich,
Hans Jrgen Schneider,
Eric J. Hedman,
Joost N. Kok,
Kaisa Sere,
M. Sprenger,
M. Wymann-Bni,
Alberto Pedrotti,
Mehryar Mohri,
Fernando C. N. Pereira,
Michael Riley,
Richard Kennaway,
Jan Willem Klop,
M. Ronan Sleep,
Fer-Jan de Vries,
Robert L. Constable,
Scott F. Smith,
Kanchana Kanchanasut,
Peter J. Stuckey,
Yoram Hirshfeld,
Mark Jerrum,
Faron Moller,
Alexei Lisitsa,
Vladimir Yu. Sazonov,
Alexei Lisitsa,
Vladimir Yu. Sazonov,
Pascal Koiran,
Cristopher Moore,
Wim H. Hesselink,
Wim H. Hesselink,
Wim H. Hesselink,
Wim H. Hesselink,
Peter W. O'Hearn,
Uday S. Reddy,
Farid M. Ablayev,
Marek Karpinski,
Rustam Mubarakzjanov,
Arne Andersson,
Jrgen Dassow,
Yuri Breitbart,
Harry B. Hunt III,
Daniel J. Rosenkrantz,
Eric Allender,
Richard Beigel,
Ulrich Hertrampf,
Steven Homer,
V. Arvind,
S. Biswas,
Vikraman Arvind,
Johannes Kbler,
Vikraman Arvind,
Jacobo Torn,
Peter Johansen,
Peter Johansen,
V. Arvind,
N. V. Vinodchandran,
V. Arvind,
N. V. Vinodchandran,
James Andrews,
Sarah Mocas,
Ana Pasztor,
Richard Statman,
Martn Htzel Escard,
Neil D. Jones,
Lawrence H. Landweber,
Y. Edmund Lien,
Nancy A. Lynch,
Stefania Bandini,
Giancarlo Mauri,
Philippe Devienne,
Patrick Lebgue,
Max Dauchet,
William I. Gasarch,
Katia S. Guimares,
Jonathan M. Ford,
Ian A. Mason,
Ton Kloks,
Dieter Kratsch,
Jeremy Spinrad,
Ahmed Saoudi,
Ahmed Saoudi,
Martin Kummer,
German Puebla,
Manuel V. Hermenegildo,
Fangmin Song,
YongSen Xu,
Yuechen Qian,
Christophe Reutenauer,
Marcel Paul Schtzenberger,
David de Frutos-Escrig,
David de Frutos-Escrig,
Viliam Geffert,
Jyrki Katajainen,
Tomi Pasanen,
Joseph Y. Halpern,
John H. Reif,
Shuhua Zhang,
Shuhua Zhang,
Ming-Hua Zhang,
Guo-Qiang Zhang,
Wenhui Zhang,
Guo-Qiang Zhang,
David Moews,
David Moews,
Guo-Qiang Zhang,
E. Rodney Canfield,
Ying Zhang,
Alan K. Mackworth,
Liang Zhang,
Weide Qui,
Guo-Qiang Zhang,
William C. Rounds,
Liang Zhang,
Zhonghui Shen,
Herv Daud,
Brigitte Valle,
Steven T. Hackstadt,
Allen D. Malony,
Eelco Visser,
Jacques Mazoyer,
Renzo Pinzani,
Jean-Guy Penaud,
Eelco Visser,
Jean-Denis Fouks,
Jean-Denis Fouks,
Steven Willmott,
Julian Richardson,
Alan Bundy,
John Levine,
Sadaki Hirose,
Masaaki Yoneda,
Peter Huber,
Arne M. Jensen,
Leif O. Jepsen,
Kurt Jensen,
Zoltn Flp,
Alain Terlutte,
Zoltn Flp,
Sndor Vgvlgyi,
Zoltn Flp,
Sndor Vgvlgyi,
Jean-Paul Arcangeli,
Christian Pomian,
Lars Birkedal,
Mads Tofte,
Joan Boyar,
Gudmund Skovbjerg Frandsen,
Carl Sturtivant,
Mehryar Mohri,
Rani Siromoney,
V. Rajkumar Dare,
K. G. Subramanian,
Joan Boyar,
Ren Peralta,
Denis Pochuev,
Patrice Brmond-Grgoire,
Insup Lee,
Kurt Sieber,
Eric Allender,
Jia Jiao,
Meena Mahajan,
V. Vinay,
Vincent D. Blondel,
Olivier Bournez,
Pascal Koiran,
Christos H. Papadimitriou,
John N. Tsitsiklis,
Erich Grdel,
Erich Grdel,
Frdrique Bassino,
Hermann A. Maurer,
Thomas Ottmann,
Arto Salomaa,
Emanuela Fachini,
Margherita Napoli,
Emanuela Fachini,
Margherita Napoli,
Hermann A. Maurer,
Arto Salomaa,
Derick Wood,
Hermann A. Maurer,
Arto Salomaa,
Derick Wood,
Hermann A. Maurer,
Arto Salomaa,
Derick Wood,
Rani Siromoney,
K. G. Subramanian,
V. Rajkumar Dare,
Dana Pardubsk,
Ivana Stefnekov,
Uri Zwick,
Aravind Srinivasan,
C. Pandu Rangan,
Ismo Hakala,
Juha Kortelainen,
Seymour Ginsburg,
Richard Hull,
Seymour Ginsburg,
Edwin H. Spanier,
Seymour Ginsburg,
Edwin H. Spanier,
Seymour Ginsburg,
Chang-jie Tang,
Seymour Ginsburg,
Chang-jie Tang,
Seymour Ginsburg,
Chang-jie Tang,
Seymour Ginsburg,
Katsumi Tanaka,
Kunio Aizawa,
Akira Nakamura,
Frank Teusink,
Joseph JJ,
Kwan Woo Ryu,
Uzi Vishkin,
Markus E. Nebel,
Ron van der Meyden,
Gregory J. Chaitin,
Richard A. Shore,
Theodore A. Slaman,
Rodney G. Downey,
Michael R. Fellows,
Rodney G. Downey,
Michael R. Fellows,
Rodney G. Downey,
Geoffrey LaForte,
John-Jules Ch. Meyer,
Erik P. de Vink,
Albert R. Meyer,
Karl Winklmann,
Oege de Moor,
Ganesh Sittampalam,
Brunella Gerla,
Cristopher Moore,
Cristopher Moore,
Franois Fages,
Grard P. Huet,
Alfons Geser,
E. Pascal Gribomont,
Rmy Malgouyres,
Malika More,
Sergei G. Vorobyov,
Vesa Halava,
Tero Harju,
Mika Hirvensalo,
Vesa Halava,
Mika Hirvensalo,
Ronald de Wolf,
Shlomo Moran,
Sanjay Jain,
Efim B. Kinber,
Steffen Lange,
Rolf Wiehagen,
Thomas Zeugmann,
Robert Giegerich,
R. Hoofman,
R. Hoofman,
Charles Swart,
Dana S. Richards,
Paolo Ferragina,
Roberto Grossi,
Manuela Montangero,
Erich Novak,
Henryk Wozniakowski,
Michele Mosca,
Giuseppe F. Italiano,
Yukiyoshi Kameyama,
Masahiko Sato,
Heribert Vollmer,
Klaus W. Wagner,
Valeria Mihalache,
Arto Salomaa,
Kuo-Hui Tsai,
Da-Wei Wang,
Frank K. Hwang,
Ronald Fagin,
Edward L. Wimmers,
Lawrence S. Moss,
Satish R. Thatte,
Brigitte Mosse,
Brigitte Mosse,
Marcella Anselmo,
Marcella Anselmo,
Marcella Anselmo,
La Monte H. Yarroll,
Damian Niwinski,
Igor Walukiewicz,
Jeffrey K. Hollingsworth,
Barton P. Miller,
Paul C. Gilmore,
George K. Tsiknis,
Mireille Clerbout,
D. Gonzalez,
Mireille Clerbout,
Michel Latteux,
Pierre Deransart,
Mireille Clerbout,
Yves Roos,
John Grant,
Jack Minker,
Boris A. Kushner,
Felipe Bracho,
Miguel Felder,
Angelo Gargantini,
Angelo Morzenti,
Martn Matamala,
Martn Matamala,
Daniel Cabeza Gras,
Manuel V. Hermenegildo,
Jerry L. Trahan,
Michael C. Loui,
Vijaya Ramachandran,
Ren David,
Karim Nour,
John Case,
Sanjay Jain,
Susanne Kaufmann,
Arun Sharma,
Frank Stephan,
Paavo Turakainen,
Seinosuke Toda,
Osamu Watanabe,
J.-Y. Moyen,
David A. Naumann,
David A. Naumann,
Isabelle Fagnot,
Richard Banach,
Hava T. Siegelmann,
Eduardo D. Sontag,
Michele Boreale,
David W. Juedes,
James I. Lathrop,
Jack H. Lutz,
Michael L. Tiomkin,
Johann A. Makowsky,
Alexander Ja. Dikovsky,
Calvin C. Elgot,
Lawrence Snyder,
Calvin C. Elgot,
John C. Shepherdson,
Nancy A. Lynch,
Nir Shavit,
Alexander A. Shvartsman,
Dan Touitou,
Ram Chakka,
Isi Mitrani,
Yuri Matiyasevich,
Peter J. Freyd,
Peter J. Freyd,
Peter J. Freyd,
Jrgen Koslowski,
Amparo Fster-Sabater,
L. J. Garca-Villalba,
Vladimir V. V'yugin,
Vladimir V. V'yugin,
Nicola Santoro,
Jeffrey B. Sidney,
Stuart J. Sidney,
Jorge Urrutia,
U. K. Sarkar,
Kevin J. Compton,
Gilbert Labelle,
Eric Sopena,
Matthias Felleisen,
Daniel P. Friedman,
Eugene E. Kohlbecker,
Bruce F. Duba,
H. P. Knzi,
M. P. Schellekens,
John Harrison,
John Harrison,
John Harrison,
Erol Gelenbe,
Jan A. Bergstra,
Jerzy Tiuryn,
J. V. Tucker,
Vineet Bafna,
Bala Kalyanasundaram,
Kirk Pruhs,
Manuel V. Hermenegildo,
Vineet Bafna,
Eugene L. Lawler,
Pavel A. Pevzner,
F. Rodriguez,
Chandra Chekuri,
Anand Rajaraman,
Maciej M. Syslo,
Donatella Merlini,
Renzo Sprugnoli,
M. Cecilia Verri,
Manolis Koubarakis,
Gabriel M. Kuper,
Moshe Y. Vardi,
Gonzalo Navarro,
Mark van den Brand,
Rakesh M. Verma,
Angelo Barone Netto,
Toru Kojima,
Kiyoshi Ando,
Ewa Malesinska,
Alessandro Panconesi,
Sven Oliver Krumke,
Madhav V. Marathe,
Hartmut Noltemeier,
Venkatesh Radhakrishnan,
S. S. Ravi,
Daniel J. Rosenkrantz,
Ivan Meznk,
Ivan Meznk,
Michael Kaminski,
Michael Kaminski,
Nissim Francez,
Michael Kaminski,
Chung Kei Wong,
Ahmed Bouajjani,
Magnus Steinby,
Magnus Steinby,
Henri Lesourd,
Mogens Nielsen,
Gordon D. Plotkin,
Glynn Winskel,
Mogens Nielsen,
Grzegorz Rozenberg,
P. S. Thiagarajan,
Aart Middeldorp,
Hans Zantema,
Olivier Fissore,
Isabelle Gnaedig,
Hlne Kirchner,
Jan van Leeuwen,
Derick Wood,
Reneta P. Barneva,
Valentin E. Brimkov,
Philippe Nehlig,
Jorma Tarhio,
Esko Ukkonen,
Rodney W. Topor,
Jan Van den Bussche,
Franois Puitg,
Jean-Franois Dufourd,
Eckhard Pflgel,
A. Bagchi,
A. Mahanti,
Yngvi Bjrnsson,
T. Anthony Marsland,
Setsuo Arikawa,
Takeshi Shinohara,
Akihiro Yamamoto,
Stefano Guerrini,
Simone Martini,
Andrea Masini,
Vronique Bruyre,
Georges Hansel,
Vronique Bruyre,
Dominique Perrin,
Vronique Bruyre,
Christophe Reutenauer,
Sven Oliver Krumke,
Hartmut Noltemeier,
Madhav V. Marathe,
R. Ravi,
S. S. Ravi,
Ravi Sundaram,
Hans-Christoph Wirth,
Peter Csaba lveczky,
Jos Meseguer,
Giuseppina Rindone,
Hans Dybkjr,
Austin Melton,
Andrzej S. Murawski,
C.-H. Luke Ong,
Howard P. Katseff,
Michael Sipser,
Philippe Aigrain,
Danile Beauquier,
Giorgio Gambosi,
Giuseppe F. Italiano,
Maurizio Talamo,
Tuvi Etzion,
Michael Yoeli,
Giorgio Gambosi,
Jaroslav Nesetril,
Maurizio Talamo,
Giorgio Gambosi,
Enrico Nardelli,
Maurizio Talamo,
Dimitris Achlioptas,
Marek Chrobak,
John Noga,
Stavros Konstantinidis,
Amber O'Hearn,
Richard J. Lipton,
David P. Dobkin,
Amir Averbuch,
Zvi Galil,
Shmuel Winograd,
Amir Averbuch,
Zvi Galil,
Shmuel Winograd,
James L. Caldwell,
Ian P. Gent,
Judith L. Underwood,
Juris Hartmanis,
Juris Hartmanis,
Juris Hartmanis,
Juris Hartmanis,
Juris Hartmanis,
Werner Hartmann,
Peter Schuster,
Alexander K. Hartmann,
Martin Weigt,
Gordon D. Plotkin,
Gordon D. Plotkin,
Gordon D. Plotkin,
Ming-Deh A. Huang,
Karl J. Lieberherr,
Don Pigozzi,
Jos L. Balczar,
Ronald V. Book,
Uwe Schning,
Jrg Kohlas,
Jos L. Balczar,
Josep Daz,
Joaquim Gabarr,
Foto N. Afrati,
Phokion G. Kolaitis,
Charles J. Colbourn,
Guoliang Xue,
Giuseppe Ateniese,
Carlo Blundo,
Alfredo De Santis,
Douglas R. Stinson,
Andreas Junghanns,
Jonathan Schaeffer,
Alica Kelemenov,
Erzsbet Csuhaj-Varj,
Tetsuya Mizutani,
Shigeru Igarashi,
Masayuki Shio,
P. Hubert,
Pascal Hubert,
Evelyne Hubert,
Komei Fukuda,
Alain Prodon,
Tadashi Sakuma,
Martin Dietzfelbinger,
Dino Pedreschi,
Salvatore Ruggieri,
Andrei P. Ershov,
Yuri Leonidovich Ershov,
Yuri Leonidovich Ershov,
Egon Brger,
Hans Kleine Bning,
Dima Grigoriev,
Dima Grigoriev,
Dima Grigoriev,
Dima Grigoriev,
Nissim Francez,
Daniel J. Lehmann,
Amir Pnueli,
Rachid Echahed,
Jik H. Chang,
Oscar H. Ibarra,
Michael A. Palis,
Tyson Dowd,
Fergus Henderson,
Peter Ross,
Hiroshi Maehara,
David Lesens,
Nicolas Halbwachs,
Pascal Raymond,
B. Apolloni,
S. Chiaravalli,
B. Apolloni,
Claudio Gentile,
B. Apolloni,
Claudio Gentile,
B. Apolloni,
D. Malchiodi,
Luigi Palopoli,
Gyrgy E. Rvsz,
Peter Z. Revesz,
Arnaud Durand,
Miki Hermann,
Laurent Juban,
Roberto Bagnara,
Patricia M. Hill,
Enea Zaffanella,
Moshe Sipper,
Marco Tomassini,
John E. Hopcroft,
Jean-Jacques Pansiot,
Susumu Hayashi,
Martijn Oostdijk,
Herman Geuvers,
Gabriel Aguilera,
Inman P. de Guzmn,
Manuel Ojeda-Aciego,
Agustn Valverde,
Javier Esparza,
Glenn Bruns,
Bruno Durand,
Alexander Shen,
Nikolai K. Vereshchagin,
Javier Esparza,
Manuel Silva,
Oleg Verbitsky,
Rudolf Fleischer,
Christian Choffrut,
Flavio D'Alessandro,
Christian Choffrut,
Giovanni Pighizzini,
Christian Choffrut,
Marcel Paul Schtzenberger,
Luisa Gargano,
Adele A. Rescigno,
Tetsuo Asano,
Desh Ranjan,
Thomas Roos,
Emo Welzl,
Peter Widmayer,
Petr Kurka,
Alejandro Maass,
Andrzej Szalas,
Leszek Holenderski,
Enrico Tronci,
Bernhard Steffen,
Jens Knoop,
Enno Ohlebusch,
Enno Ohlebusch,
Nikolaj Bjrner,
Anca Browne,
Zohar Manna,
Leonard M. Adleman,
Jonathan DeMarrais,
Ming-Deh A. Huang,
J. Roger Hindley,
Pietro Di Gianantonio,
Valtteri Niemi,
Mariangiola Dezani-Ciancaglini,
J. Roger Hindley,
Mariangiola Dezani-Ciancaglini,
Ines Margaria,
Franco P. Preparata,
David E. Muller,
Franco P. Preparata,
Roberto Tamassia,
Nathalie Revol,
Jean-Louis Roch,
Walter Stromquist,
Daniel Ullman,
Roberto Gorrieri,
Sergio Marchetti,
Ugo Montanari,
Ivan Constantineau,
Maurizio Talamo,
Paola Vocca,
Roberto Gorrieri,
Marco Roccetti,
Enrico Stancampiano,
Cunsheng Ding,
David R. Kohel,
San Ling,
Chiara Bodei,
Pierpaolo Degano,
Riccardo Focardi,
Corrado Priami,
Alberto Bertoni,
Danilo Bruschi,
Massimiliano Goldwurm,
Laurent Vieille,
Patricia Johann,
Eelco Visser,
Yasubumi Sakakibara,
Claudio Ferretti,
Alberto Bertoni,
Massimiliano Goldwurm,
Nicoletta Sabadini,
Pascal Koiran,
Pascal Koiran,
Pascal Koiran,
Mark A. Fulk,
Sanjay Jain,
Zoltn Flp,
Zoltn Flp,
Soma Chaudhuri,
Maurice Herlihy,
Mark R. Tuttle,
Winfried Fakler,
Rodney G. Downey,
Thomas Kretschmer,
Thomas Zeugmann,
Agns Bonnier-Rigny,
Daniel Krob,
Prakash V. Ramanan,
C. L. Liu,
Thomas G. Kurtz,
Udi Manber,
Ken McAloon,
Michael Codish,
Dennis Dams,
Eyal Yardeni,
Dima Grigoriev,
Matthew Hennessy,
Edward A. Ashcroft,
Matthew Hennessy,
H. Lin,
Glynn Winskel,
Glynn Winskel,
Glynn Winskel,
Matthew Hennessy,
Julian Rathke,
Hans L. Bodlaender,
Rodney G. Downey,
Michael R. Fellows,
Harold T. Wareham,
Dany Breslauer,
Christian Choffrut,
Christian Choffrut,
Jeong Seop Sim,
Costas S. Iliopoulos,
Kunsoo Park,
William F. Smyth,
Roberto Gorrieri,
Chris Hankin,
Roberto Gorrieri,
Ugo Montanari,
Martin Frer,
Grammati E. Pantziou,
Alan Roberts,
Antonios Symvonis,
Prakash V. Ramanan,
Prakash V. Ramanan,
Erwan Jahier,
Mireille Ducass,
Olivier Ridoux,
Martn Abadi,
Martn Abadi,
Jean Berstel,
Luc Boasson,
Jean Berstel,
Luc Boasson,
Jean Berstel,
Aldo de Luca,
Jean Berstel,
Michel Pocchiola,
Jean Berstel,
Jean-Eric Pin,
Jean Berstel,
Christophe Reutenauer,
Jean Berstel,
Laurent Vuillon,
Dora Giammarresi,
Sabrina Mantaci,
Filippo Mignosi,
Antonio Restivo,
Hiroki Arimura,
Hiroki Ishizaka,
Takeshi Shinohara,
Noam Nisan,
Henri-Alex Esbelin,
Malika More,
Sergio De Agostino,
Sergio De Agostino,
Jacques Morgenstern,
J. W. de Bakker,
Jan A. Bergstra,
Jan Willem Klop,
John-Jules Ch. Meyer,
Deepak Kapur,
Mukkai S. Krishnamoorthy,
Robert McNaughton,
Paliath Narendran,
William F. Dowling,
Jean H. Gallier,
Osamu Maruyama,
Satoru Miyano,
William F. Dowling,
Robert Kline,
Maurice Nivat,
A. Bergey,
Robert Cori,
Deepak Kapur,
David R. Musser,
Paliath Narendran,
Jonathan Stillman,
Karl J. Lieberherr,
Karl J. Lieberherr,
Deepak Kapur,
Paliath Narendran,
Mukkai S. Krishnamoorthy,
Robert McNaughton,
R. Srikant,
Ravi Sundaram,
Karan Sher Singh,
C. Pandu Rangan,
Wladyslaw Skarbek,
Hans L. Bodlaender,
Michael R. Fellows,
Michael T. Hallett,
Todd Wareham,
Tandy Warnow,
Gerhard Kster,
Felipe Cucker,
Donald E. Knuth,
Luis Trabb Pardo,
Donald E. Knuth,
Arnold Schnhage,
Philip S. Mulry,
Philip S. Mulry,
Philip S. Mulry,
Philip S. Mulry,
Jrgen Kmper,
William L. Spight,
Kurt Jensen,
Martn Abadi,
Leslie Lamport,
Martn Abadi,
Gordon D. Plotkin,
Csar Muoz,
Martin Dietzfelbinger,
Juraj Hromkovic,
Georg Schnitger,
Juhani Karhumki,
Wojciech Plandowski,
Wojciech Rytter,
Martin Dietzfelbinger,
Wolfgang Maass,
Georg Schnitger,
Paul Z. Kolano,
Marek Zaionc,
Jos C. M. Baeten,
Jan A. Bergstra,
Jan Willem Klop,
W. P. Weijland,
Petr Hjek,
Kunihiko Hiraishi,
Klaas Sikkel,
Klaas Sikkel,
Owen Rambow,
Giorgio Satta,
Dragutin Svrtan,
Armin Haken,
Farid M. Ablyv,
Laura Recalde,
Enrique Teruel,
Manuel Silva,
Rodney R. Howell,
Louis E. Rosier,
Hsu-Chun Yen,
Sylvia B. Encheva,
Grard D. Cohen,
Uzi Vishkin,
Martin Kutrib,
David A. Mix Barrington,
J. Corbett,
Victor Mitrana,
Gheorghe Paun,
Grzegorz Rozenberg,
Arto Salomaa,
Adel Bouhoula,
Michal Rusinowitch,
G. Srikrishna,
C. Pandu Rangan,
Carolyn L. Talcott,
Carolyn L. Talcott,
Carolyn L. Talcott,
R. Kannan,
Sergio Antoy,
Aart Middeldorp,
Luca Aceto,
Luc Albert,
Rafael Casas,
Franois Fages,
Jrgen Albert,
Dora Giammarresi,
Derick Wood,
Michael Hanus,
Michael Hanus,
Irne Guessarian,
Mark Ettinger,
Valentin E. Brimkov,
Reneta P. Barneva,
M. Bigotte,
G. Jacob,
N. E. Oussous,
M. Petitot,
Alan A. Bertossi,
Fabrizio Luccio,
Elena Lodi,
Linda Pagli,
David Harel,
David Harel,
Felipe Cucker,
Mike Shub,
Steve Smale,
Annabelle McIver,
Henning Fernau,
Markus Holzer,
Rudolf Freund,
Chris A. Vissers,
Giuseppe Scollo,
Marten van Sinderen,
Ed Brinksma,
Patrick Bosc,
Didier Dubois,
Olivier Pivert,
Henri Prade,
Harald Ganzinger,
Gopalan Nadathur,
Debra Sue Wilson,
Malika Hadjiat,
Robert Demolombe,
Martin W. Bunder,
Ivan M. Havel,
Martin W. Bunder,
J. Roger Hindley,
Jean Vuillemin,
Wil M. P. van der Aalst,
Twan Basten,
Reinhard Bndgen,
K. K. Nambiar,
Thiruvengadam Radhakrishnan,
V. G. Tikekar,
Peter Ruzicka,
Matthew M. Geller,
Michael A. Harrison,
Gilles Muller,
Renaud Marlet,
Eugen-Nicolae Volanschi,
Patrick Le Gouslier d'Argence,
Amir M. Ben-Amram,
Hlne Kirchner,
Hlne Kirchner,
Claude Kirchner,
David E. Muller,
Ahmed Saoudi,
Paul E. Schupp,
Daniel M. Yellin,
Katsushi Inoue,
Itsuo Takanami,
Akira Nakamura,
Tadashi Ae,
Sandro Etalle,
Katsushi Inoue,
Itsuo Takanami,
Hiroshi Taniguchi,
Rudolf Berghammer,
Birgit Elbl,
Ulf R. Schmerl,
Bernard Mourrain,
Kunimasa Aoki,
Juichi Shinoda,
Teruko Tsuda,
Ichiro Suzuki,
Y. Motohashi,
Kenichi Taniguchi,
Tadao Kasami,
Tatsuaki Okamoto,
Alexander A. Razborov,
Luigia Carlucci Aiello,
M. Aiello,
Richard W. Weyhrauch,
Jos Meseguer,
Ugo Montanari,
Vladimiro Sassone,
Jean Perraud,
Olivier Roux,
Marc Huou,
Bernd Grtner,
Emo Welzl,
Alan Roberts,
Antonios Symvonis,
Werner Schachinger,
Dennis M. Breuker,
H. Jaap van den Herik,
Jos W. H. M. Uiterwijk,
L. Victor Allis,
Jnos Demetrovics,
Gyula O. H. Katona,
Dezs Miklos,
Oleg Seleznjev,
Bernhard Thalheim,
Volker Weispfenning,
N. N. Nepejvoda,
Peter C. Fishburn,
Pedro R. D'Argenio,
Chris Verhoef,
Michael D. Lemmon,
Panos J. Antsaklis,
Josep Daz,
Alan Gibbons,
Grammati E. Pantziou,
Maria J. Serna,
Paul G. Spirakis,
Jacobo Torn,
Frank Stephan,
Andrew Martin,
Colin J. Fidge,
Andr Martino,
Anca Muscholl,
Harumichi Nishimura,
Masanao Ozawa,
David Lester,
Scott Chambers,
Heoi Lee Lu,
Manfred Gbel,
Stphane Kaplan,
Stphane Kaplan,
S. Kaplan,
Eric C. R. Hehner,
C. A. R. Hoare,
Jeanleah Mohrherr,
Pierre Pladeau,
Andrea Maggiolo-Schettini,
Horst Wedde,
Jzef Winkowski,
Janos Simon,
Shi-Chun Tsai,
Robert de Simone,
Robert de Simone,
Giorgio Ausiello,
Giuseppe F. Italiano,
Alberto Marchetti-Spaccamela,
Umberto Nanni,
Albert Rubio,
Robert Nieuwenhuis,
Neil V. Murray,
Erik Rosenthal,
Kiyoharu Hamaguchi,
Hiromi Hiraishi,
Shuzo Yajima,
Vadam Kagan,
Anil Nerode,
V. S. Subrahmanian,
Tristan Crolard,
Marco Cadoli,
Francesco M. Donini,
Marco Schaerf,
Riccardo Silvestri,
Birgit Jenner,
Jacobo Torn,
Lars Jenner,
Walter Vogler,
Ugo Montanari,
Francesca Rossi,
Angelo Montanari,
Maarten de Rijke,
Natasa Jonoska,
Philippe Gohon,
Ugo Montanari,
Daniel Yankelevich,
Sachio Hirokawa,
Sachio Hirokawa,
Sachio Hirokawa,
Bernhard Heinemann,
Djelloul Ziadi,
Jean-Marc Champarnaud,
Friedhelm Meyer auf der Heide,
Christian Scheideler,
Volker Stemann,
Friedhelm Meyer auf der Heide,
Klaus Schrder,
Frank Schwarze,
G. Callegarin,
Giuliano Pacini,
Lothar M. Schmitt,
Chrystopher L. Nehaniv,
Robert H. Fujii,
Zineb Habbas,
Ines Klimann,
Tom Head,
Barbara Lando,
Tom Head,
Barbara Lando,
Tom Head,
John Wilkinson,
Tom Head,
John Wilkinson,
Mordecai J. Golin,
Shyam Kapur,
Gianfranco Bilardi,
Pascal Koiran,
Michel Cosnard,
Max Garzon,
Deepak Kapur,
Paliath Narendran,
Paolo Boldi,
Massimo Santini,
Sebastiano Vigna,
Frank Pfenning,
Peter Lee,
S. Ramesh,
Bommadevara N. Srinivas,
Yacine Boufkhad,
Olivier Dubois,
Michael Leuschel,
Do Long Van,
Bertrand Le Sac,
Igor Litovsky,
Do Long Van,
Bertrand Le Sac,
Igor Litovsky,
Thierry Lecroq,
Patrick Dehornoy,
Peter Hellekalek,
G. Larcher,
Thierry Jron,
Claude Jard,
Patrick Dehornoy,
Abderrahim Marzouk,
Andrzej Tarlecki,
Laurent Viennot,
Annegret Habel,
Hans-Jrg Kreowski,
Anna Philippou,
David Walker,
Evangelos Kranakis,
Danny Krizanc,
Andrzej Pelc,
David Peleg,
Denis Robilliard,
David Simplot,
Wim H. Hesselink,
Wim H. Hesselink,
Albert Thijs,
Akira Maruoka,
Marshall W. Bern,
Howard J. Karloff,
Prabhakar Raghavan,
Baruch Schieber,
Duminda Wijesekera,
M. Ganesh,
Jaideep Srivastava,
Anil Nerode,
Ulrich Berger,
Karl-Heinz Niggl,
Bernhard Reus,
Shimon Cohen,
Daniel J. Lehmann,
Amir Pnueli,
